id,word,pinyin,meaning,level,created_at
c1fd0c82-e3a5-420d-bb50-2817241719c9,普通话,pǔtōnghuà,표준어 (보통화),3,2025-06-05 02:09:07.413227+00
c24b581d-7329-4b4a-a6a6-1f2a16f3c9cf,节日,jiérì,명절,3,2025-06-05 02:09:07.413227+00
c32178a5-0821-496d-963b-adb7c491a5e7,作业,zuòyè,숙제,3,2025-06-05 02:09:07.413227+00
c36233ef-e91c-44e2-b909-8d448214061d,个子,gèzi,"키, 체격",3,2025-06-05 02:09:07.413227+00
c40cf16e-0f5a-4507-8e65-16f93cb0179f,而且,érqiě,"게다가, 또한",3,2025-06-05 02:09:07.413227+00
c451da9e-6e18-4e49-a6f9-3477c8f4ecb4,放心,fàngxīn,안심하다,3,2025-06-05 02:09:07.413227+00
c4d11f4d-e592-4e77-9fb8-0dccb7f03a41,帮忙,bāngmáng,돕다,3,2025-06-05 02:09:07.413227+00
c4dc8c50-6b13-46e0-901c-6f49fbc4e8c1,厉害,lìhai,"대단하다, 심하다",3,2025-06-05 02:09:07.413227+00
c57b0238-4d17-4c04-9952-0758d0695124,矮,ǎi,(키가) 작다,3,2025-06-05 02:09:07.413227+00
c65b61eb-3ad9-4739-818c-7a4105ab29b8,刮风,guā fēng,바람이 불다,3,2025-06-05 02:09:07.413227+00
c6ae4ba3-a3ae-46f4-b742-30d3ac41d410,一共,yígòng,"모두, 합계",3,2025-06-05 02:09:07.413227+00
c79651c1-dce0-4fb9-80bb-918c91df1521,经常,jīngcháng,자주,3,2025-06-05 02:09:07.413227+00
c8f8e80f-65d6-4a07-959c-f2ad25c2748a,层,céng,층,3,2025-06-05 02:09:07.413227+00
c93077e7-15f0-4883-8d98-9fcae1d08f39,必须,bìxū,반드시 ~해야 한다,3,2025-06-05 02:09:07.413227+00
c959ad67-16e4-43ea-b400-4ac8df1a4c5c,句子,jùzi,문장,3,2025-06-05 02:09:07.413227+00
c9e24939-a9fb-4ff6-ba56-334a3da3c62c,地图,dìtú,지도,3,2025-06-05 02:09:07.413227+00
ca0f378b-2a60-4b5d-bb1c-7b934db79033,聪明,cōngming,총명하다,3,2025-06-05 02:09:07.413227+00
ca186910-3a8a-4edf-843e-08cc4a8f9f1c,文化,wénhuà,문화,3,2025-06-05 02:09:07.413227+00
caa796fa-5dc9-4420-b97d-7f1cd3291f81,马上,mǎshàng,"곧, 즉시",3,2025-06-05 02:09:07.413227+00
cd4ae53c-b710-4335-90ae-baf3d22988ea,可爱,kě'ài,귀엽다,3,2025-06-05 02:09:07.413227+00
cd839c21-0d4e-4ff6-af88-575f7cac4250,认为,rènwéi,~라고 여기다,3,2025-06-05 02:09:07.413227+00
cd9004a6-228b-444d-9b6d-763b58ec86d3,生气,shēngqì,화나다,3,2025-06-05 02:09:07.413227+00
cde39892-9d25-4cc7-9a04-1f798640477a,记得,jìde,기억하다,3,2025-06-05 02:09:07.413227+00
ce170592-3562-43ab-8e1b-9fa3512db46c,花,huā,"꽃, 돈을 쓰다",3,2025-06-05 02:09:07.413227+00
cef8a3e4-5298-48da-8193-766587c67150,蛋糕,dàngāo,케이크,3,2025-06-05 02:09:07.413227+00
cfb02fcc-e144-41f1-8b18-63fe9648ed73,感兴趣,gǎn xìngqù,흥미를 느끼다,3,2025-06-05 02:09:07.413227+00
cffe13e0-8b06-45d7-bbac-e16e554e646c,中间,zhōngjiān,중간,3,2025-06-05 02:09:07.413227+00
d23e4e90-7d5c-49a5-912d-4f1983f1b772,坏,huài,"나쁘다, 고장 나다",3,2025-06-05 02:09:07.413227+00
d312df29-b88e-4682-b741-ba6f583f7430,夏,xià,여름,3,2025-06-05 02:09:07.413227+00
d3394960-dd5c-45b4-9335-0db1f8459b3e,信,xìn,"편지, 믿다",3,2025-06-05 02:09:07.413227+00
d3cea0e1-938c-4ff5-9d02-769d6f250593,双,shuāng,"쌍, 켤레",3,2025-06-05 02:09:07.413227+00
d440f192-1100-4bb9-8f58-4dac2ec13c99,比较,bǐjiào,비교적,3,2025-06-05 02:09:07.413227+00
d4baee85-3efe-46f9-8265-332332189c16,举行,jǔxíng,개최하다,3,2025-06-05 02:09:07.413227+00
d4e15a00-563e-4c1d-9792-9e9c8510d3ca,厨房,chúfáng,"주방, 부엌",3,2025-06-05 02:09:07.413227+00
d4ff7c55-b799-4c51-af4d-91cf588c1cc3,年级,niánjí,학년,3,2025-06-05 02:09:07.413227+00
d6a04f14-3f44-45b7-88b9-52ed60422c27,努力,nǔlì,노력하다,3,2025-06-05 02:09:07.413227+00
d7938f2e-309d-43c8-b0c8-fde554975fb1,菜单,càidān,메뉴판,3,2025-06-05 02:09:07.413227+00
d85b16bc-4ac3-4b53-bd04-7b2036c62b03,笔记本,bǐjìběn,"노트, 노트북",3,2025-06-05 02:09:07.413227+00
d8a8d9aa-e8ff-46dc-930f-f3efbf0859d4,节目,jiémù,"프로그램, 공연",3,2025-06-05 02:09:07.413227+00
d94cf2b0-0ef4-467f-9984-937f66e1afe3,离开,líkāi,떠나다,3,2025-06-05 02:09:07.413227+00
d9ce539e-2b1d-4f1e-8edd-f35dd2ef06fd,裤子,kùzi,바지,3,2025-06-05 02:09:07.413227+00
db36d7e2-ee7f-451d-a970-9906c9c21b6c,害怕,hàipà,두려워하다,3,2025-06-05 02:09:07.413227+00
dc7d6f82-e76d-4bc3-bfd1-00fceef580b1,宾馆,bīnguǎn,호텔,3,2025-06-05 02:09:07.413227+00
dced2737-26b4-4c18-b350-4df80aeb2f3f,阿姨,āyí,"아주머니, 이모",3,2025-06-05 02:09:07.413227+00
dd1dbf87-c0f4-4e2c-8d62-5b8100b4947c,香蕉,xiāngjiāo,바나나,3,2025-06-05 02:09:07.413227+00
e00901ae-6c37-42b0-a785-d72238dc1b61,选择,xuǎnzé,선택하다,3,2025-06-05 02:09:07.413227+00
e15ef187-eb7f-49d9-b6d2-de02e1877d85,绿,lǜ,초록색,3,2025-06-05 02:09:07.413227+00
e277b55b-1535-41ed-b94c-7de378c0e5fe,影响,yǐngxiǎng,영향을 주다,3,2025-06-05 02:09:07.413227+00
e3dd148b-304c-46f2-8d67-de74392d4f0d,别人,biéren,다른 사람,3,2025-06-05 02:09:07.413227+00
e51c854d-0189-4139-9127-3d58545be5c6,舒服,shūfu,편안하다,3,2025-06-05 02:09:07.413227+00
e63ef25e-2964-4737-96d1-f1af2cdad53c,西,xī,서쪽,3,2025-06-05 02:09:07.413227+00
e79da19c-9264-447a-abbf-1a6025790217,声音,shēngyīn,"소리, 목소리",3,2025-06-05 02:09:07.413227+00
ea527bd5-e9fa-4f1a-86d2-b3f759c3c050,黑板,hēibǎn,칠판,3,2025-06-05 02:09:07.413227+00
ea8d9443-ca37-404f-a8a7-f6d56beaa7e5,腿,tuǐ,다리,3,2025-06-05 02:09:07.413227+00
eacae2c9-b24d-4b9b-9e29-8f645c610a3d,冰箱,bīngxiāng,냉장고,3,2025-06-05 02:09:07.413227+00
eaccc177-2e52-4cc4-8833-3fe7d74c18e0,词语,cíyǔ,"단어, 어휘",3,2025-06-05 02:09:07.413227+00
ebbc17ba-6462-4ff6-9c54-15e83a765d47,发现,fāxiàn,발견하다,3,2025-06-05 02:09:07.413227+00
ebc4e889-44b7-4fb1-ae3f-76a6e5ba1903,应该,yīnggāi,~해야 한다,3,2025-06-05 02:09:07.413227+00
eedc6484-f263-4e6f-b268-007ae07f041f,健康,jiànkāng,건강하다,3,2025-06-05 02:09:07.413227+00
f1e11148-2f6d-4977-9b5e-0e3ab606d918,衬衫,chènshān,셔츠,3,2025-06-05 02:09:07.413227+00
f1ee108d-b92b-46fb-a853-42ecb5da2ecf,棒,bàng,"훌륭하다, 대단하다",3,2025-06-05 02:09:07.413227+00
f2211590-a15b-457e-84e2-0003b5e2ecb0,办法,bànfǎ,방법,3,2025-06-05 02:09:07.413227+00
f2329eb0-dfc3-4d20-ae43-f6fd30ec161e,嘴,zuǐ,입,3,2025-06-05 02:09:07.413227+00
f32ad1e6-766e-4341-a56a-2599aadc5f9d,数学,shùxué,수학,3,2025-06-05 02:09:07.413227+00
f32e81c7-8dfb-4f6f-88c6-644c72596519,水平,shuǐpíng,수준,3,2025-06-05 02:09:07.413227+00
f4509204-08a9-4b94-a0c3-8877f9eaccd6,刚才,gāngcái,"방금, 조금 전에",3,2025-06-05 02:09:07.413227+00
f55f7b32-4d69-4ce1-88d7-338d4196d5d0,种,zhǒng,"종류, 심다",3,2025-06-05 02:09:07.413227+00
f5de8d15-c7fd-481d-9f19-af722e08ebfc,换,huàn,"바꾸다, 교환하다",3,2025-06-05 02:09:07.413227+00
f85c54fb-ae27-4f70-8872-61eaa584f2ae,月亮,yuèliang,달,3,2025-06-05 02:09:07.413227+00
f87f11ec-6a65-4a0f-b8fd-c31ae188f7fe,比较,bǐjiào,"비교적, 상대적으로",3,2025-06-05 02:09:07.413227+00
f9124416-ffee-4382-aa88-47385fc4cffd,极,jí,"아주, 극히",3,2025-06-05 02:09:07.413227+00
f9167531-9ac2-48ee-a5d5-78024b6911c4,照相机,zhàoxiàngjī,카메라,3,2025-06-05 02:09:07.413227+00
f9968d46-f023-415c-8b59-f194c498d555,关,guān,"닫다, 끄다",3,2025-06-05 02:09:07.413227+00
fd27ceb3-abd3-412b-b327-e1c46b303946,裙子,qúnzi,치마,3,2025-06-05 02:09:07.413227+00
fe3140b6-5a7e-404c-a3f1-5c6033b1dee9,楼,lóu,"건물, 층",3,2025-06-05 02:09:07.413227+00
fe4b9301-9892-413c-91f5-16eab50c7e16,方便,fāngbiàn,편리하다,3,2025-06-05 02:09:07.413227+00
fe6face9-7721-48f9-a0d2-cb05c8501e66,护照,hùzhào,여권,3,2025-06-05 02:09:07.413227+00
